ED_num,reported,candidate,party,votes
ED   42,99.00%,Donald J. Trump JD Vance,(Republican),863
ED   42,99.00%,Donald J. Trump JD Vance,(Conservative),55
ED   42,99.00%,Kamala D. Harris Tim Walz,(Working Families),3
ED   42,99.00%,WRITE-IN,&nbsp,7
ED   43,99.00%,Kamala D. Harris Tim Walz,(Democratic),195
ED   43,99.00%,Donald J. Trump JD Vance,(Republican),885
ED   43,99.00%,Donald J. Trump JD Vance,(Conservative),56
ED   43,99.00%,Kamala D. Harris Tim Walz,(Working Families),8
ED   43,99.00%,WRITE-IN,&nbsp,15
ED   44,99.00%,Kamala D. Harris Tim Walz,(Democratic),289
ED   44,99.00%,Donald J. Trump JD Vance,(Republican),588
ED   44,99.00%,Donald J. Trump JD Vance,(Conservative),34
ED   44,99.00%,Kamala D. Harris Tim Walz,(Working Families),22
ED   44,99.00%,WRITE-IN,&nbsp,6
ED   45,88.89%,Kamala D. Harris Tim Walz,(Democratic),233
ED   45,88.89%,Donald J. Trump JD Vance,(Republican),770
ED   45,88.89%,Donald J. Trump JD Vance,(Conservative),54
ED   45,88.89%,Kamala D. Harris Tim Walz,(Working Families),8
ED   45,88.89%,WRITE-IN,&nbsp,13
ED   46,99.00%,Kamala D. Harris Tim Walz,(Democratic),264
ED   46,99.00%,Donald J. Trump JD Vance,(Republican),800
ED   46,99.00%,Donald J. Trump JD Vance,(Conservative),62
ED   46,99.00%,Kamala D. Harris Tim Walz,(Working Families),14
ED   46,99.00%,WRITE-IN,&nbsp,9
ED   47,99.00%,Kamala D. Harris Tim Walz,(Democratic),247
ED   47,99.00%,Donald J. Trump JD Vance,(Republican),684
ED   47,99.00%,Donald J. Trump JD Vance,(Conservative),31
ED   47,99.00%,Kamala D. Harris Tim Walz,(Working Families),17
ED   47,99.00%,WRITE-IN,&nbsp,14
ED   48,99.00%,Kamala D. Harris Tim Walz,(Democratic),222
ED   48,99.00%,Donald J. Trump JD Vance,(Republican),793
ED   48,99.00%,Donald J. Trump JD Vance,(Conservative),41
ED   48,99.00%,Kamala D. Harris Tim Walz,(Working Families),7
ED   48,99.00%,WRITE-IN,&nbsp,13
ED   49,99.00%,Kamala D. Harris Tim Walz,(Democratic),268
ED   49,99.00%,Donald J. Trump JD Vance,(Republican),735
ED   49,99.00%,Donald J. Trump JD Vance,(Conservative),51
ED   49,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   49,99.00%,WRITE-IN,&nbsp,9
ED   50,99.00%,Kamala D. Harris Tim Walz,(Democratic),242
ED   50,99.00%,Donald J. Trump JD Vance,(Republican),806
ED   50,99.00%,Donald J. Trump JD Vance,(Conservative),43
ED   50,99.00%,Kamala D. Harris Tim Walz,(Working Families),15
ED   50,99.00%,WRITE-IN,&nbsp,7
ED   51,99.00%,Kamala D. Harris Tim Walz,(Democratic),228
ED   51,99.00%,Donald J. Trump JD Vance,(Republican),857
ED   51,99.00%,Donald J. Trump JD Vance,(Conservative),46
ED   51,99.00%,Kamala D. Harris Tim Walz,(Working Families),8
ED   51,99.00%,WRITE-IN,&nbsp,9
ED   52,99.00%,Kamala D. Harris Tim Walz,(Democratic),179
ED   52,99.00%,Donald J. Trump JD Vance,(Republican),925
ED   52,99.00%,Donald J. Trump JD Vance,(Conservative),49
ED   52,99.00%,Kamala D. Harris Tim Walz,(Working Families),7
ED   52,99.00%,WRITE-IN,&nbsp,7
ED   53,99.00%,Kamala D. Harris Tim Walz,(Democratic),199
ED   53,99.00%,Donald J. Trump JD Vance,(Republican),907
ED   53,99.00%,Donald J. Trump JD Vance,(Conservative),45
ED   53,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   53,99.00%,WRITE-IN,&nbsp,16
ED   54,99.00%,Kamala D. Harris Tim Walz,(Democratic),224
ED   54,99.00%,Donald J. Trump JD Vance,(Republican),719
ED   54,99.00%,Donald J. Trump JD Vance,(Conservative),31
ED   54,99.00%,Kamala D. Harris Tim Walz,(Working Families),11
ED   54,99.00%,WRITE-IN,&nbsp,10
ED   55,99.00%,Kamala D. Harris Tim Walz,(Democratic),254
ED   55,99.00%,Donald J. Trump JD Vance,(Republican),713
ED   55,99.00%,Donald J. Trump JD Vance,(Conservative),35
ED   55,99.00%,Kamala D. Harris Tim Walz,(Working Families),8
ED   55,99.00%,WRITE-IN,&nbsp,12
ED   56,99.00%,Kamala D. Harris Tim Walz,(Democratic),338
ED   56,99.00%,Donald J. Trump JD Vance,(Republican),583
ED   56,99.00%,Donald J. Trump JD Vance,(Conservative),31
ED   56,99.00%,Kamala D. Harris Tim Walz,(Working Families),15
ED   56,99.00%,WRITE-IN,&nbsp,18
ED   57,99.00%,Kamala D. Harris Tim Walz,(Democratic),124
ED   57,99.00%,Donald J. Trump JD Vance,(Republican),261
ED   57,99.00%,Donald J. Trump JD Vance,(Conservative),20
ED   57,99.00%,Kamala D. Harris Tim Walz,(Working Families),12
ED   57,99.00%,WRITE-IN,&nbsp,4
ED   58,99.00%,Kamala D. Harris Tim Walz,(Democratic),111
ED   58,99.00%,Donald J. Trump JD Vance,(Republican),325
ED   58,99.00%,Donald J. Trump JD Vance,(Conservative),27
ED   58,99.00%,Kamala D. Harris Tim Walz,(Working Families),7
ED   58,99.00%,WRITE-IN,&nbsp,10
ED   59,99.00%,Kamala D. Harris Tim Walz,(Democratic),201
ED   59,99.00%,Donald J. Trump JD Vance,(Republican),755
ED   59,99.00%,Donald J. Trump JD Vance,(Conservative),42
ED   59,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED   59,99.00%,WRITE-IN,&nbsp,7
ED   60,99.00%,Kamala D. Harris Tim Walz,(Democratic),218
ED   60,99.00%,Donald J. Trump JD Vance,(Republican),827
ED   60,99.00%,Donald J. Trump JD Vance,(Conservative),46
ED   60,99.00%,Kamala D. Harris Tim Walz,(Working Families),15
ED   60,99.00%,WRITE-IN,&nbsp,8
ED   61,99.00%,Kamala D. Harris Tim Walz,(Democratic),209
ED   61,99.00%,Donald J. Trump JD Vance,(Republican),588
ED   61,99.00%,Donald J. Trump JD Vance,(Conservative),44
ED   61,99.00%,Kamala D. Harris Tim Walz,(Working Families),14
ED   61,99.00%,WRITE-IN,&nbsp,12
ED   62,99.00%,Kamala D. Harris Tim Walz,(Democratic),0
ED   62,99.00%,Donald J. Trump JD Vance,(Republican),0
ED   62,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   62,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   62,99.00%,WRITE-IN,&nbsp,0
ED   63,99.00%,Kamala D. Harris Tim Walz,(Democratic),0
ED   63,99.00%,Donald J. Trump JD Vance,(Republican),0
ED   63,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   63,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   63,99.00%,WRITE-IN,&nbsp,0
ED   64,99.00%,Kamala D. Harris Tim Walz,(Democratic),0
ED   64,99.00%,Donald J. Trump JD Vance,(Republican),0
ED   64,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   64,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   64,99.00%,WRITE-IN,&nbsp,0
Total,,Kamala D. Harris Tim Walz,(Democratic),12779
Total,,Donald J. Trump JD Vance,(Republican),48347
Total,,Donald J. Trump JD Vance,(Conservative),2944
Total,,Kamala D. Harris Tim Walz,(Working Families),623
Total,,WRITE-IN,&nbsp,616
ED    1,99.00%,Kamala D. Harris Tim Walz,(Democratic),554
ED    1,99.00%,Donald J. Trump JD Vance,(Republican),147
ED    1,99.00%,Donald J. Trump JD Vance,(Conservative),11
ED    1,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED    1,99.00%,WRITE-IN,&nbsp,6
ED    2,99.00%,Kamala D. Harris Tim Walz,(Democratic),358
ED    2,99.00%,Donald J. Trump JD Vance,(Republican),234
ED    2,99.00%,Donald J. Trump JD Vance,(Conservative),20
ED    2,99.00%,Kamala D. Harris Tim Walz,(Working Families),21
ED    2,99.00%,WRITE-IN,&nbsp,16
ED    3,99.00%,Kamala D. Harris Tim Walz,(Democratic),227
ED    3,99.00%,Donald J. Trump JD Vance,(Republican),301
ED    3,99.00%,Donald J. Trump JD Vance,(Conservative),20
ED    3,99.00%,Kamala D. Harris Tim Walz,(Working Families),7
ED    3,99.00%,WRITE-IN,&nbsp,5
ED    4,99.00%,Kamala D. Harris Tim Walz,(Democratic),377
ED    4,99.00%,Donald J. Trump JD Vance,(Republican),400
ED    4,99.00%,Donald J. Trump JD Vance,(Conservative),32
ED    4,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED    4,99.00%,WRITE-IN,&nbsp,14
ED    5,99.00%,Kamala D. Harris Tim Walz,(Democratic),371
ED    5,99.00%,Donald J. Trump JD Vance,(Republican),396
ED    5,99.00%,Donald J. Trump JD Vance,(Conservative),36
ED    5,99.00%,Kamala D. Harris Tim Walz,(Working Families),20
ED    5,99.00%,WRITE-IN,&nbsp,15
ED    6,99.00%,Kamala D. Harris Tim Walz,(Democratic),373
ED    6,99.00%,Donald J. Trump JD Vance,(Republican),551
ED    6,99.00%,Donald J. Trump JD Vance,(Conservative),52
ED    6,99.00%,Kamala D. Harris Tim Walz,(Working Families),29
ED    6,99.00%,WRITE-IN,&nbsp,43
ED    7,99.00%,Kamala D. Harris Tim Walz,(Democratic),345
ED    7,99.00%,Donald J. Trump JD Vance,(Republican),571
ED    7,99.00%,Donald J. Trump JD Vance,(Conservative),41
ED    7,99.00%,Kamala D. Harris Tim Walz,(Working Families),19
ED    7,99.00%,WRITE-IN,&nbsp,28
ED    8,99.00%,Kamala D. Harris Tim Walz,(Democratic),134
ED    8,99.00%,Donald J. Trump JD Vance,(Republican),173
ED    8,99.00%,Donald J. Trump JD Vance,(Conservative),14
ED    8,99.00%,Kamala D. Harris Tim Walz,(Working Families),12
ED    8,99.00%,WRITE-IN,&nbsp,3
ED    9,99.00%,Kamala D. Harris Tim Walz,(Democratic),58
ED    9,99.00%,Donald J. Trump JD Vance,(Republican),108
ED    9,99.00%,Donald J. Trump JD Vance,(Conservative),1
ED    9,99.00%,Kamala D. Harris Tim Walz,(Working Families),1
ED    9,99.00%,WRITE-IN,&nbsp,7
ED   10,99.00%,Kamala D. Harris Tim Walz,(Democratic),390
ED   10,99.00%,Donald J. Trump JD Vance,(Republican),236
ED   10,99.00%,Donald J. Trump JD Vance,(Conservative),12
ED   10,99.00%,Kamala D. Harris Tim Walz,(Working Families),22
ED   10,99.00%,WRITE-IN,&nbsp,11
ED   11,87.50%,Kamala D. Harris Tim Walz,(Democratic),464
ED   11,87.50%,Donald J. Trump JD Vance,(Republican),480
ED   11,87.50%,Donald J. Trump JD Vance,(Conservative),37
ED   11,87.50%,Kamala D. Harris Tim Walz,(Working Families),14
ED   11,87.50%,WRITE-IN,&nbsp,19
ED   12,87.50%,Kamala D. Harris Tim Walz,(Democratic),123
ED   12,87.50%,Donald J. Trump JD Vance,(Republican),184
ED   12,87.50%,Donald J. Trump JD Vance,(Conservative),11
ED   12,87.50%,Kamala D. Harris Tim Walz,(Working Families),7
ED   12,87.50%,WRITE-IN,&nbsp,13
ED   13,99.00%,Kamala D. Harris Tim Walz,(Democratic),253
ED   13,99.00%,Donald J. Trump JD Vance,(Republican),145
ED   13,99.00%,Donald J. Trump JD Vance,(Conservative),14
ED   13,99.00%,Kamala D. Harris Tim Walz,(Working Families),20
ED   13,99.00%,WRITE-IN,&nbsp,10
ED   14,99.00%,Kamala D. Harris Tim Walz,(Democratic),323
ED   14,99.00%,Donald J. Trump JD Vance,(Republican),412
ED   14,99.00%,Donald J. Trump JD Vance,(Conservative),39
ED   14,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED   14,99.00%,WRITE-IN,&nbsp,16
ED   15,99.00%,Kamala D. Harris Tim Walz,(Democratic),308
ED   15,99.00%,Donald J. Trump JD Vance,(Republican),334
ED   15,99.00%,Donald J. Trump JD Vance,(Conservative),28
ED   15,99.00%,Kamala D. Harris Tim Walz,(Working Families),20
ED   15,99.00%,WRITE-IN,&nbsp,12
ED   16,99.00%,Kamala D. Harris Tim Walz,(Democratic),462
ED   16,99.00%,Donald J. Trump JD Vance,(Republican),395
ED   16,99.00%,Donald J. Trump JD Vance,(Conservative),33
ED   16,99.00%,Kamala D. Harris Tim Walz,(Working Families),28
ED   16,99.00%,WRITE-IN,&nbsp,13
ED   17,99.00%,Kamala D. Harris Tim Walz,(Democratic),244
ED   17,99.00%,Donald J. Trump JD Vance,(Republican),404
ED   17,99.00%,Donald J. Trump JD Vance,(Conservative),32
ED   17,99.00%,Kamala D. Harris Tim Walz,(Working Families),7
ED   17,99.00%,WRITE-IN,&nbsp,5
ED   18,99.00%,Kamala D. Harris Tim Walz,(Democratic),425
ED   18,99.00%,Donald J. Trump JD Vance,(Republican),764
ED   18,99.00%,Donald J. Trump JD Vance,(Conservative),72
ED   18,99.00%,Kamala D. Harris Tim Walz,(Working Families),23
ED   18,99.00%,WRITE-IN,&nbsp,26
ED   19,99.00%,Kamala D. Harris Tim Walz,(Democratic),121
ED   19,99.00%,Donald J. Trump JD Vance,(Republican),158
ED   19,99.00%,Donald J. Trump JD Vance,(Conservative),14
ED   19,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   19,99.00%,WRITE-IN,&nbsp,7
ED   20,87.50%,Kamala D. Harris Tim Walz,(Democratic),186
ED   20,87.50%,Donald J. Trump JD Vance,(Republican),352
ED   20,87.50%,Donald J. Trump JD Vance,(Conservative),29
ED   20,87.50%,Kamala D. Harris Tim Walz,(Working Families),12
ED   20,87.50%,WRITE-IN,&nbsp,17
ED   21,99.00%,Kamala D. Harris Tim Walz,(Democratic),201
ED   21,99.00%,Donald J. Trump JD Vance,(Republican),340
ED   21,99.00%,Donald J. Trump JD Vance,(Conservative),17
ED   21,99.00%,Kamala D. Harris Tim Walz,(Working Families),14
ED   21,99.00%,WRITE-IN,&nbsp,10
ED   22,99.00%,Kamala D. Harris Tim Walz,(Democratic),243
ED   22,99.00%,Donald J. Trump JD Vance,(Republican),81
ED   22,99.00%,Donald J. Trump JD Vance,(Conservative),5
ED   22,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   22,99.00%,WRITE-IN,&nbsp,2
ED   23,99.00%,Kamala D. Harris Tim Walz,(Democratic),405
ED   23,99.00%,Donald J. Trump JD Vance,(Republican),612
ED   23,99.00%,Donald J. Trump JD Vance,(Conservative),42
ED   23,99.00%,Kamala D. Harris Tim Walz,(Working Families),20
ED   23,99.00%,WRITE-IN,&nbsp,19
ED   24,99.00%,Kamala D. Harris Tim Walz,(Democratic),354
ED   24,99.00%,Donald J. Trump JD Vance,(Republican),460
ED   24,99.00%,Donald J. Trump JD Vance,(Conservative),29
ED   24,99.00%,Kamala D. Harris Tim Walz,(Working Families),14
ED   24,99.00%,WRITE-IN,&nbsp,30
ED   25,99.00%,Kamala D. Harris Tim Walz,(Democratic),141
ED   25,99.00%,Donald J. Trump JD Vance,(Republican),483
ED   25,99.00%,Donald J. Trump JD Vance,(Conservative),23
ED   25,99.00%,Kamala D. Harris Tim Walz,(Working Families),2
ED   25,99.00%,WRITE-IN,&nbsp,7
ED   26,99.00%,Kamala D. Harris Tim Walz,(Democratic),191
ED   26,99.00%,Donald J. Trump JD Vance,(Republican),487
ED   26,99.00%,Donald J. Trump JD Vance,(Conservative),35
ED   26,99.00%,Kamala D. Harris Tim Walz,(Working Families),7
ED   26,99.00%,WRITE-IN,&nbsp,14
ED   27,99.00%,Kamala D. Harris Tim Walz,(Democratic),245
ED   27,99.00%,Donald J. Trump JD Vance,(Republican),425
ED   27,99.00%,Donald J. Trump JD Vance,(Conservative),47
ED   27,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED   27,99.00%,WRITE-IN,&nbsp,9
ED   28,99.00%,Kamala D. Harris Tim Walz,(Democratic),305
ED   28,99.00%,Donald J. Trump JD Vance,(Republican),714
ED   28,99.00%,Donald J. Trump JD Vance,(Conservative),58
ED   28,99.00%,Kamala D. Harris Tim Walz,(Working Families),19
ED   28,99.00%,WRITE-IN,&nbsp,12
ED   29,99.00%,Kamala D. Harris Tim Walz,(Democratic),318
ED   29,99.00%,Donald J. Trump JD Vance,(Republican),552
ED   29,99.00%,Donald J. Trump JD Vance,(Conservative),38
ED   29,99.00%,Kamala D. Harris Tim Walz,(Working Families),21
ED   29,99.00%,WRITE-IN,&nbsp,19
ED   30,99.00%,Kamala D. Harris Tim Walz,(Democratic),314
ED   30,99.00%,Donald J. Trump JD Vance,(Republican),584
ED   30,99.00%,Donald J. Trump JD Vance,(Conservative),54
ED   30,99.00%,Kamala D. Harris Tim Walz,(Working Families),19
ED   30,99.00%,WRITE-IN,&nbsp,6
ED   31,99.00%,Kamala D. Harris Tim Walz,(Democratic),311
ED   31,99.00%,Donald J. Trump JD Vance,(Republican),586
ED   31,99.00%,Donald J. Trump JD Vance,(Conservative),51
ED   31,99.00%,Kamala D. Harris Tim Walz,(Working Families),11
ED   31,99.00%,WRITE-IN,&nbsp,18
ED   32,99.00%,Kamala D. Harris Tim Walz,(Democratic),329
ED   32,99.00%,Donald J. Trump JD Vance,(Republican),598
ED   32,99.00%,Donald J. Trump JD Vance,(Conservative),53
ED   32,99.00%,Kamala D. Harris Tim Walz,(Working Families),22
ED   32,99.00%,WRITE-IN,&nbsp,10
ED   33,99.00%,Kamala D. Harris Tim Walz,(Democratic),207
ED   33,99.00%,Donald J. Trump JD Vance,(Republican),392
ED   33,99.00%,Donald J. Trump JD Vance,(Conservative),26
ED   33,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   33,99.00%,WRITE-IN,&nbsp,2
ED   34,99.00%,Kamala D. Harris Tim Walz,(Democratic),344
ED   34,99.00%,Donald J. Trump JD Vance,(Republican),613
ED   34,99.00%,Donald J. Trump JD Vance,(Conservative),33
ED   34,99.00%,Kamala D. Harris Tim Walz,(Working Families),17
ED   34,99.00%,WRITE-IN,&nbsp,22
ED   35,99.00%,Kamala D. Harris Tim Walz,(Democratic),348
ED   35,99.00%,Donald J. Trump JD Vance,(Republican),559
ED   35,99.00%,Donald J. Trump JD Vance,(Conservative),42
ED   35,99.00%,Kamala D. Harris Tim Walz,(Working Families),17
ED   35,99.00%,WRITE-IN,&nbsp,33
ED   36,99.00%,Kamala D. Harris Tim Walz,(Democratic),586
ED   36,99.00%,Donald J. Trump JD Vance,(Republican),154
ED   36,99.00%,Donald J. Trump JD Vance,(Conservative),15
ED   36,99.00%,Kamala D. Harris Tim Walz,(Working Families),19
ED   36,99.00%,WRITE-IN,&nbsp,3
ED   37,99.00%,Kamala D. Harris Tim Walz,(Democratic),575
ED   37,99.00%,Donald J. Trump JD Vance,(Republican),144
ED   37,99.00%,Donald J. Trump JD Vance,(Conservative),21
ED   37,99.00%,Kamala D. Harris Tim Walz,(Working Families),17
ED   37,99.00%,WRITE-IN,&nbsp,15
ED   38,99.00%,Kamala D. Harris Tim Walz,(Democratic),300
ED   38,99.00%,Donald J. Trump JD Vance,(Republican),68
ED   38,99.00%,Donald J. Trump JD Vance,(Conservative),6
ED   38,99.00%,Kamala D. Harris Tim Walz,(Working Families),11
ED   38,99.00%,WRITE-IN,&nbsp,3
ED   39,99.00%,Kamala D. Harris Tim Walz,(Democratic),476
ED   39,99.00%,Donald J. Trump JD Vance,(Republican),174
ED   39,99.00%,Donald J. Trump JD Vance,(Conservative),14
ED   39,99.00%,Kamala D. Harris Tim Walz,(Working Families),15
ED   39,99.00%,WRITE-IN,&nbsp,14
ED   40,99.00%,Kamala D. Harris Tim Walz,(Democratic),361
ED   40,99.00%,Donald J. Trump JD Vance,(Republican),315
ED   40,99.00%,Donald J. Trump JD Vance,(Conservative),21
ED   40,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   40,99.00%,WRITE-IN,&nbsp,42
ED   41,99.00%,Kamala D. Harris Tim Walz,(Democratic),508
ED   41,99.00%,Donald J. Trump JD Vance,(Republican),317
ED   41,99.00%,Donald J. Trump JD Vance,(Conservative),18
ED   41,99.00%,Kamala D. Harris Tim Walz,(Working Families),22
ED   41,99.00%,WRITE-IN,&nbsp,25
ED   42,99.00%,Kamala D. Harris Tim Walz,(Democratic),311
ED   42,99.00%,Donald J. Trump JD Vance,(Republican),310
ED   42,99.00%,Donald J. Trump JD Vance,(Conservative),22
ED   42,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED   42,99.00%,WRITE-IN,&nbsp,7
ED   43,99.00%,Kamala D. Harris Tim Walz,(Democratic),280
ED   43,99.00%,Donald J. Trump JD Vance,(Republican),278
ED   43,99.00%,Donald J. Trump JD Vance,(Conservative),22
ED   43,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED   43,99.00%,WRITE-IN,&nbsp,28
ED   44,99.00%,Kamala D. Harris Tim Walz,(Democratic),333
ED   44,99.00%,Donald J. Trump JD Vance,(Republican),522
ED   44,99.00%,Donald J. Trump JD Vance,(Conservative),32
ED   44,99.00%,Kamala D. Harris Tim Walz,(Working Families),16
ED   44,99.00%,WRITE-IN,&nbsp,12
ED   45,99.00%,Kamala D. Harris Tim Walz,(Democratic),302
ED   45,99.00%,Donald J. Trump JD Vance,(Republican),483
ED   45,99.00%,Donald J. Trump JD Vance,(Conservative),39
ED   45,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   45,99.00%,WRITE-IN,&nbsp,10
ED   46,99.00%,Kamala D. Harris Tim Walz,(Democratic),282
ED   46,99.00%,Donald J. Trump JD Vance,(Republican),514
ED   46,99.00%,Donald J. Trump JD Vance,(Conservative),26
ED   46,99.00%,Kamala D. Harris Tim Walz,(Working Families),10
ED   46,99.00%,WRITE-IN,&nbsp,13
ED   47,99.00%,Kamala D. Harris Tim Walz,(Democratic),281
ED   47,99.00%,Donald J. Trump JD Vance,(Republican),483
ED   47,99.00%,Donald J. Trump JD Vance,(Conservative),21
ED   47,99.00%,Kamala D. Harris Tim Walz,(Working Families),9
ED   47,99.00%,WRITE-IN,&nbsp,19
ED   48,99.00%,Kamala D. Harris Tim Walz,(Democratic),192
ED   48,99.00%,Donald J. Trump JD Vance,(Republican),401
ED   48,99.00%,Donald J. Trump JD Vance,(Conservative),12
ED   48,99.00%,Kamala D. Harris Tim Walz,(Working Families),8
ED   48,99.00%,WRITE-IN,&nbsp,16
ED   49,99.00%,Kamala D. Harris Tim Walz,(Democratic),218
ED   49,99.00%,Donald J. Trump JD Vance,(Republican),430
ED   49,99.00%,Donald J. Trump JD Vance,(Conservative),24
ED   49,99.00%,Kamala D. Harris Tim Walz,(Working Families),8
ED   49,99.00%,WRITE-IN,&nbsp,14
ED   50,99.00%,Kamala D. Harris Tim Walz,(Democratic),14
ED   50,99.00%,Donald J. Trump JD Vance,(Republican),39
ED   50,99.00%,Donald J. Trump JD Vance,(Conservative),0
ED   50,99.00%,Kamala D. Harris Tim Walz,(Working Families),0
ED   50,99.00%,WRITE-IN,&nbsp,1
ED   51,99.00%,Kamala D. Harris Tim Walz,(Democratic),194
ED   51,99.00%,Donald J. Trump JD Vance,(Republican),585
ED   51,99.00%,Donald J. Trump JD Vance,(Conservative),39
ED   51,99.00%,Kamala D. Harris Tim Walz,(Working Families),14
ED   51,99.00%,WRITE-IN,&nbsp,33
ED   52,99.00%,Kamala D. Harris Tim Walz,(Democratic),300
ED   52,99.00%,Donald J. Trump JD Vance,(Republican),663
ED   52,99.00%,Donald J. Trump JD Vance,(Conservative),45
ED   52,99.00%,Kamala D. Harris Tim Walz,(Working Families),19
ED   52,99.00%,WRITE-IN,&nbsp,22
ED   53,99.00%,Kamala D. Harris Tim Walz,(Democratic),287
ED   53,99.00%,Donald J. Trump JD Vance,(Republican),329
ED   53,99.00%,Donald J. Trump JD Vance,(Conservative),21
ED   53,99.00%,Kamala D. Harris Tim Walz,(Working Families),15
ED   53,99.00%,WRITE-IN,&nbsp,15
ED   54,99.00%,Kamala D. Harris Tim Walz,(Democratic),237
ED   54,99.00%,Donald J. Trump JD Vance,(Republican),565
ED   54,99.00%,Donald J. Trump JD Vance,(Conservative),34
ED   54,99.00%,Kamala D. Harris Tim Walz,(Working Families),13
ED   54,99.00%,WRITE-IN,&nbsp,6
ED   55,99.00%,Kamala D. Harris Tim Walz,(Democratic),169
ED   55,99.00%,Donald J. Trump JD Vance,(Republican),492
ED   55,99.00%,Donald J. Trump JD Vance,(Conservative),35
ED   55,99.00%,Kamala D. Harris Tim Walz,(Working Families),6
ED   55,99.00%,WRITE-IN,&nbsp,16
ED   56,99.00%,Kamala D. Harris Tim Walz,(Democratic),259
ED   56,99.00%,Donald J. Trump JD Vance,(Republican),489
ED   56,99.00%,Donald J. Trump JD Vance,(Conservative),40
